datetime,pm2.5,pm10,tsp,temp,humidity,windspeed,winddir,sealevelpressure,visibility,precipitation,solarradiation,aqi,aqi_category,year,month,day,day_name,season,is_weekend,pm2.5_lag1,pm2.5_lag3,pm2.5_lag7,PM10_lag1,PM10_lag7,aqi_lag1,aqi_lag7,pm2.5_roll3,pm2.5_roll7,aqi_roll3,aqi_roll7,month_sin,month_cos
2018-08-19,19.48469,77.66708,230.1916,75.5,84.4,8.1,112.3,1009.0,4.5,1.9812,205.1,67.0,Moderate,2018,8,19,Sunday,Monsoon,0,17.40573,23.69219,24.9838,60.96813,53.51903,62.0,78.0,19.54296620686849,20.179683957781112,66.66666666666667,68.0,-0.8660254037844385,-0.5000000000000004
2018-08-20,23.84982,78.61426,237.6019,75.1,83.2,11.4,193.8,1011.0,4.6,8.509,194.2,76.0,Moderate,2018,8,20,Monday,Monsoon,0,19.48469,21.73848,20.33433,77.66708,44.92642,67.0,68.0,20.246746063232422,20.68189675467355,68.33333333333333,69.14285714285714,-0.8660254037844385,-0.5000000000000004
2018-08-21,22.52899,69.18035,190.8496,75.6,87.5,12.8,205.4,1010.0,4.3,0.0,179.2,73.0,Moderate,2018,8,21,Tuesday,Monsoon,0,23.84982,17.40573,22.91236,78.61426,65.65597,76.0,74.0,21.95449956258138,20.627129690987722,72.0,69.0,-0.8660254037844385,-0.5000000000000004
2018-08-22,17.38594,64.90069,179.1976,74.6,88.9,10.3,156.5,1009.7,4.4,15.7988,133.5,62.0,Moderate,2018,8,22,Wednesday,Monsoon,0,22.52899,19.48469,15.69001,69.18035,51.53924,73.0,59.0,21.254916508992512,20.869405473981583,70.33333333333333,69.42857142857143,-0.8660254037844385,-0.5000000000000004
2018-08-23,16.33956,45.35408,124.9277,74.7,88.9,10.3,274.0,1009.8,4.4,13.8176,126.4,60.0,Moderate,2018,8,23,Thursday,Monsoon,0,17.38594,23.84982,23.69219,64.90069,76.22724,62.0,75.0,18.75149663289388,19.819029671805247,65.0,67.28571428571429,-0.8660254037844385,-0.5000000000000004
2018-08-24,16.14374,50.23937,152.9927,73.3,90.7,11.4,187.6,1009.3,4.2,41.8084,103.8,60.0,Moderate,2018,8,24,Friday,Monsoon,0,16.33956,22.52899,21.73848,45.35408,59.56239,60.0,71.0,16.623079935709637,19.0197811126709,60.666666666666664,65.71428571428571,-0.8660254037844385,-0.5000000000000004
2018-08-25,17.36866,38.92972,105.4088,72.1,93.8,6.9,184.1,1009.0,3.9,2.3876,113.7,62.0,Moderate,2018,8,25,Saturday,Monsoon,1,16.14374,17.38594,17.40573,50.23937,60.96813,60.0,62.0,16.617319742838543,19.01448549543108,60.666666666666664,65.71428571428571,-0.8660254037844385,-0.5000000000000004
2018-08-26,22.84504,67.20774,188.0623,74.5,85.9,9.2,204.3,1008.3,4.4,0.889,131.0,74.0,Moderate,2018,8,26,Sunday,Monsoon,0,17.36866,16.33956,19.48469,38.92972,77.66708,62.0,67.0,18.785813013712566,19.494535446166992,65.33333333333333,66.71428571428571,-0.8660254037844385,-0.5000000000000004
2018-08-27,13.91951,37.34694,105.564,74.0,89.9,9.2,206.6,1010.0,4.2,33.0962,125.1,55.0,Moderate,2018,8,27,Monday,Monsoon,0,22.84504,16.14374,23.84982,67.20774,78.61426,74.0,76.0,18.044403076171875,18.07591983250209,63.666666666666664,63.714285714285715,-0.8660254037844385,-0.5000000000000004
2018-08-28,19.13165,39.37092,94.73192,72.6,94.7,9.2,202.3,1012.1,4.1,5.4102,78.0,66.0,Moderate,2018,8,28,Tuesday,Monsoon,0,13.91951,17.36866,22.52899,37.34694,69.18035,55.0,73.0,18.63206672668457,17.590585708618164,65.0,62.714285714285715,-0.8660254037844385,-0.5000000000000004
2018-08-29,17.20503,39.30514,102.5085,73.6,90.0,10.3,174.5,1012.2,4.3,1.2954,170.8,62.0,Moderate,2018,8,29,Wednesday,Monsoon,0,19.13165,22.84504,17.38594,39.37092,64.90069,66.0,62.0,16.752063751220703,17.564741407121932,61.0,62.714285714285715,-0.8660254037844385,-0.5000000000000004
2018-08-30,17.4701,39.10819,98.65991,72.2,92.1,6.9,192.4,1009.2,4.1,0.1016,94.6,62.0,Moderate,2018,8,30,Thursday,Monsoon,0,17.20503,13.91951,16.33956,39.30514,45.35408,62.0,60.0,17.93559392293294,17.726247242518834,63.333333333333336,63.0,-0.8660254037844385,-0.5000000000000004
2018-08-31,17.2874,47.74946,138.0256,73.2,91.3,9.2,169.2,1011.2,4.2,0.2032,78.9,62.0,Moderate,2018,8,31,Friday,Monsoon,0,17.4701,19.13165,16.14374,39.10819,50.23937,62.0,60.0,17.3208433787028,17.88962718418666,62.0,63.285714285714285,-0.8660254037844385,-0.5000000000000004
2018-09-01,18.68369,48.5216,177.5324,74.8,85.8,15.0,215.6,1012.1,4.4,55.1942,184.4,65.0,Moderate,2018,9,1,Saturday,Autumn,1,17.2874,17.20503,17.36866,47.74946,38.92972,62.0,62.0,17.813729604085285,18.077488490513392,63.0,63.714285714285715,-1.0,-1.8369701987210297e-16
2018-09-02,21.88698,81.76063,250.6972,72.4,91.1,11.4,208.0,1012.1,4.2,0.0,128.8,72.0,Moderate,2018,9,2,Sunday,Autumn,0,18.68369,17.4701,22.84504,48.5216,67.20774,65.0,74.0,19.286022822062176,17.940622874668666,66.33333333333333,63.42857142857143,-1.0,-1.8369701987210297e-16
2018-09-03,28.50519,76.11543,203.607,73.9,85.6,10.3,203.1,1011.5,4.3,32.9946,141.2,86.0,Moderate,2018,9,3,Monday,Autumn,0,21.88698,17.2874,13.91951,81.76063,37.34694,72.0,55.0,23.025286356608074,20.02429144723075,74.33333333333333,67.85714285714286,-1.0,-1.8369701987210297e-16
2018-09-04,25.22776,81.80636,278.3475,75.9,80.0,11.4,197.0,1011.8,4.5,10.9982,164.7,79.0,Moderate,2018,9,4,Tuesday,Autumn,0,28.50519,18.68369,19.13165,76.11543,39.37092,86.0,66.0,25.20664342244466,20.895164217267716,79.0,69.71428571428571,-1.0,-1.8369701987210297e-16
2018-09-05,25.49493,72.76824,212.6186,76.0,83.7,12.8,333.7,1010.9,4.3,0.0,179.5,79.0,Moderate,2018,9,5,Wednesday,Autumn,0,25.22776,21.88698,17.20503,81.80636,39.30514,79.0,62.0,26.40929349263509,22.07943562098912,81.33333333333333,72.14285714285714,-1.0,-1.8369701987210297e-16
2018-09-06,23.43119,53.53166,142.8353,73.8,89.5,10.3,209.3,1011.5,4.1,0.0,183.0,75.0,Moderate,2018,9,6,Thursday,Autumn,0,25.49493,28.50519,17.4701,72.76824,39.10819,79.0,62.0,24.717960357666016,22.931019919259207,77.66666666666667,74.0,-1.0,-1.8369701987210297e-16
2018-09-07,21.72991,66.81231,202.6604,75.3,83.7,12.8,194.5,1013.4,5.1,0.889,185.8,71.0,Moderate,2018,9,7,Friday,Autumn,0,23.43119,25.22776,17.2874,53.53166,47.74946,75.0,62.0,23.55201021830241,23.565664291381836,75.0,75.28571428571429,-1.0,-1.8369701987210297e-16
2018-09-08,21.41977,60.55807,192.7784,75.0,81.4,10.3,225.3,1014.5,5.5,8.001,192.7,71.0,Moderate,2018,9,8,Saturday,Autumn,1,21.72991,25.49493,18.68369,66.81231,48.5216,71.0,65.0,22.193623224894207,23.956532887050084,72.33333333333333,76.14285714285714,-1.0,-1.8369701987210297e-16
2018-09-09,22.05545,60.52278,183.4185,75.3,84.0,11.4,243.5,1014.8,4.6,0.0,201.6,72.0,Moderate,2018,9,9,Sunday,Autumn,0,21.41977,23.43119,21.88698,60.55807,81.76063,71.0,72.0,21.735043207804363,23.980600084577286,71.33333333333333,76.14285714285714,-1.0,-1.8369701987210297e-16
2018-09-10,18.96489,43.46794,111.5975,72.3,91.3,6.9,252.3,1015.9,4.1,0.0,166.1,65.0,Moderate,2018,9,10,Monday,Autumn,0,22.05545,21.72991,28.50519,60.52278,76.11543,72.0,86.0,20.813369750976562,22.617700031825475,69.33333333333333,73.14285714285714,-1.0,-1.8369701987210297e-16
2018-09-11,25.32993,53.36171,131.9347,69.9,89.9,9.2,268.8,1015.4,4.0,0.0,146.2,79.0,Moderate,2018,9,11,Tuesday,Autumn,0,18.96489,21.41977,25.22776,43.46794,81.80636,65.0,79.0,22.116756439208984,22.632295608520508,72.0,73.14285714285714,-1.0,-1.8369701987210297e-16
2018-09-12,27.81605,70.52958,197.2075,71.8,88.7,9.2,220.2,1011.6,4.3,0.5,151.6,84.0,Moderate,2018,9,12,Wednesday,Autumn,0,25.32993,22.05545,25.49493,53.36171,72.76824,79.0,79.0,24.036956151326496,22.963884081159318,76.0,73.85714285714286,-1.0,-1.8369701987210297e-16
2018-09-13,28.10039,77.19576,236.8473,72.5,85.1,10.3,199.7,1011.3,4.4,3.0,153.9,85.0,Moderate,2018,9,13,Thursday,Autumn,0,27.81605,18.96489,23.43119,70.52958,53.53166,84.0,75.0,27.082122802734375,23.63091250828334,82.66666666666667,75.28571428571429,-1.0,-1.8369701987210297e-16
2018-09-14,34.83514,83.97651,230.8449,72.2,85.8,12.8,172.9,1013.5,4.1,0.0,154.7,99.0,Moderate,2018,9,14,Friday,Autumn,0,28.10039,25.32993,21.72991,77.19576,66.81231,85.0,71.0,30.250526428222656,25.5030882699149,89.33333333333333,79.28571428571429,-1.0,-1.8369701987210297e-16
2018-09-15,34.60135,79.51378,222.046,73.4,79.4,165.8,210.6,1014.7,4.3,0.0,199.4,98.0,Moderate,2018,9,15,Saturday,Autumn,1,34.83514,27.81605,21.41977,83.97651,60.55807,99.0,71.0,32.51229286193848,27.386171068464005,94.0,83.14285714285714,-1.0,-1.8369701987210297e-16
2018-09-16,30.5753,73.42975,200.7791,73.0,81.6,10.3,171.0,1012.7,4.3,0.0,179.2,90.0,Moderate,2018,9,16,Sunday,Autumn,0,34.60135,28.10039,22.05545,79.51378,60.52278,98.0,72.0,33.337263107299805,28.60329246520996,95.66666666666667,85.71428571428571,-1.0,-1.8369701987210297e-16
2018-09-17,29.43463,72.84185,208.7806,74.5,79.6,12.8,278.1,1009.3,4.8,0.1016,236.0,87.0,Moderate,2018,9,17,Monday,Autumn,0,30.5753,34.83514,18.96489,73.42975,43.46794,90.0,65.0,31.537092844645183,30.09896959577288,91.66666666666667,88.85714285714286,-1.0,-1.8369701987210297e-16
2018-09-18,29.93027,79.12284,225.5799,74.6,79.1,11.4,265.4,1009.9,4.7,0.0,237.2,88.0,Moderate,2018,9,18,Tuesday,Autumn,0,29.43463,34.60135,25.32993,72.84185,53.36171,87.0,79.0,29.980066299438477,30.756161008562362,88.33333333333333,90.14285714285714,-1.0,-1.8369701987210297e-16
2018-09-19,30.46289,76.64983,224.4468,73.8,82.7,12.8,149.6,1014.0,4.3,10.9982,231.5,90.0,Moderate,2018,9,19,Wednesday,Autumn,0,29.93027,30.5753,27.81605,79.12284,70.52958,88.0,84.0,29.942596435546875,31.134281158447266,88.33333333333333,91.0,-1.0,-1.8369701987210297e-16
2018-09-20,29.53534,77.51346,217.0705,71.7,82.8,9.2,172.3,1013.8,4.2,2.0066,220.0,88.0,Moderate,2018,9,20,Thursday,Autumn,0,30.46289,29.43463,28.10039,76.64983,77.19576,90.0,85.0,29.976166407267254,31.33927399771554,88.66666666666667,91.42857142857143,-1.0,-1.8369701987210297e-16
2018-09-21,22.90047,47.92495,115.2328,71.6,88.3,10.3,147.6,1018.5,4.1,1.1938,127.2,74.0,Moderate,2018,9,21,Friday,Autumn,0,29.53534,29.93027,34.83514,77.51346,83.97651,88.0,99.0,27.63290023803711,29.634321212768555,84.0,87.85714285714286,-1.0,-1.8369701987210297e-16
2018-09-22,28.30243,69.88946,195.9476,71.2,87.7,9.2,191.5,1021.0,4.5,6.5024,103.1,85.0,Moderate,2018,9,22,Saturday,Autumn,1,22.90047,30.46289,34.60135,47.92495,79.51378,74.0,98.0,26.91274642944336,28.734475544520787,82.33333333333333,86.0,-1.0,-1.8369701987210297e-16
2018-09-23,27.58687,75.49309,238.2206,72.5,80.3,10.3,283.3,1020.0,4.8,0.0,219.2,84.0,Moderate,2018,9,23,Sunday,Autumn,0,28.30243,29.53534,30.5753,69.88946,73.42975,85.0,90.0,26.263256708780926,28.30755696977888,81.0,85.14285714285714,-1.0,-1.8369701987210297e-16
2018-09-24,33.28163,83.94421,250.9338,72.8,79.1,12.8,273.5,1017.0,4.6,0.2032,201.5,96.0,Moderate,2018,9,24,Monday,Autumn,0,27.58687,22.90047,29.43463,75.49309,72.84185,84.0,87.0,29.723643620808918,28.8571286882673,88.33333333333333,86.42857142857143,-1.0,-1.8369701987210297e-16
2018-09-25,39.72266,106.375,297.4422,73.2,81.0,9.2,283.3,1014.8,4.1,0.4064,210.7,111.0,Unhealthy for Sensitive Groups,2018,9,25,Tuesday,Autumn,0,33.28163,28.30243,29.93027,83.94421,79.12284,96.0,88.0,33.53038724263509,30.25604166303362,97.0,89.71428571428571,-1.0,-1.8369701987210297e-16
2018-09-26,39.15943,96.60066,270.8093,72.0,83.0,11.4,210.8,1013.6,4.2,0.0,175.6,110.0,Unhealthy for Sensitive Groups,2018,9,26,Wednesday,Autumn,0,39.72266,27.58687,30.46289,106.375,76.64983,111.0,90.0,37.38790766398112,31.49840463910784,105.66666666666667,92.57142857142857,-1.0,-1.8369701987210297e-16
2018-09-27,34.73872,93.98013,259.9183,73.5,78.7,13.9,204.3,1015.9,4.4,0.0,190.8,99.0,Moderate,2018,9,27,Thursday,Autumn,0,39.15943,33.28163,29.53534,96.60066,77.51346,110.0,88.0,37.87360382080078,32.24174472263881,106.66666666666667,94.14285714285714,-1.0,-1.8369701987210297e-16
2018-09-28,42.19398,109.1114,320.2286,72.5,78.1,12.8,264.5,1016.9,4.2,0.0,171.5,117.0,Unhealthy for Sensitive Groups,2018,9,28,Friday,Autumn,0,34.73872,39.72266,22.90047,93.98013,47.92495,99.0,74.0,38.69737752278646,34.99796049935477,108.66666666666667,100.28571428571429,-1.0,-1.8369701987210297e-16
2018-09-29,46.17263,101.0963,273.0179,71.9,81.0,9.2,262.6,1016.7,4.5,0.0,202.8,127.0,Unhealthy for Sensitive Groups,2018,9,29,Saturday,Autumn,1,42.19398,39.15943,28.30243,109.1114,69.88946,117.0,85.0,41.03511047363281,37.55084637233189,114.33333333333333,106.28571428571429,-1.0,-1.8369701987210297e-16
2018-09-30,46.17238,106.5797,301.0208,73.2,80.4,11.4,227.3,1015.7,4.2,0.0,175.1,127.0,Unhealthy for Sensitive Groups,2018,9,30,Sunday,Autumn,0,46.17263,34.73872,27.58687,101.0963,75.49309,127.0,84.0,44.84633000691732,40.205918993268696,123.66666666666667,112.42857142857143,-1.0,-1.8369701987210297e-16
2018-10-01,51.51074,137.8526,365.8087,72.5,77.6,15.0,214.8,1016.2,4.0,16.9926,192.0,140.0,Unhealthy for Sensitive Groups,2018,10,1,Monday,Autumn,0,46.17238,42.19398,33.28163,106.5797,83.94421,127.0,96.0,47.9519157409668,42.81007712227957,131.33333333333334,118.71428571428571,-0.8660254037844386,0.5000000000000001
2018-10-02,50.03374,121.1063,338.4522,69.7,79.6,10.3,234.2,1016.7,3.8,0.508,201.6,137.0,Unhealthy for Sensitive Groups,2018,10,2,Tuesday,Autumn,0,51.51074,46.17263,39.72266,137.8526,106.375,140.0,111.0,49.23895263671875,44.28308868408203,134.66666666666666,122.42857142857143,-0.8660254037844386,0.5000000000000001
2018-10-03,50.76278,114.7891,304.3372,69.0,79.5,11.4,231.1,1017.4,4.0,7.0104,144.7,139.0,Unhealthy for Sensitive Groups,2018,10,3,Wednesday,Autumn,0,50.03374,46.17238,39.15943,121.1063,96.60066,137.0,110.0,50.76908620198568,45.94070979527065,138.66666666666666,126.57142857142857,-0.8660254037844386,0.5000000000000001
2018-10-04,62.12694,129.0905,330.1179,68.2,76.8,13.9,206.0,1018.8,4.0,13.0048,189.7,154.0,Unhealthy,2018,10,4,Thursday,Autumn,0,50.76278,51.51074,34.73872,114.7891,93.98013,139.0,99.0,54.307820638020836,49.85331290108817,143.33333333333334,134.42857142857142,-0.8660254037844386,0.5000000000000001
2018-10-05,56.96689,130.8662,355.6406,67.6,78.5,9.2,222.2,1019.3,3.9,0.0,175.2,152.0,Unhealthy,2018,10,5,Friday,Autumn,0,62.12694,50.03374,42.19398,129.0905,109.1114,154.0,117.0,56.61886978149414,51.96372822352818,148.33333333333334,139.42857142857142,-0.8660254037844386,0.5000000000000001
2018-10-06,55.60889,136.0983,367.4409,66.8,78.8,10.3,125.9,1018.7,3.9,0.0,195.7,151.0,Unhealthy,2018,10,6,Saturday,Autumn,1,56.96689,50.76278,46.17263,130.8662,101.0963,152.0,127.0,58.234240214029946,53.31176539829799,152.33333333333334,142.85714285714286,-0.8660254037844386,0.5000000000000001
2018-10-07,53.72569,142.2071,368.328,66.2,76.6,12.8,220.5,1018.1,4.2,12.4968,190.2,146.0,Unhealthy for Sensitive Groups,2018,10,7,Sunday,Autumn,0,55.60889,62.12694,46.17238,136.0983,106.5797,151.0,127.0,55.43382263183594,54.39080974033901,149.66666666666666,145.57142857142858,-0.8660254037844386,0.5000000000000001
2018-10-08,55.90225,154.0076,395.058,65.2,72.0,9.2,272.4,1017.0,4.4,0.0,183.0,151.0,Unhealthy,2018,10,8,Monday,Autumn,0,53.72569,56.96689,51.51074,142.2071,137.8526,146.0,140.0,55.0789426167806,55.01816831316267,149.33333333333334,147.14285714285714,-0.8660254037844386,0.5000000000000001
2018-10-09,60.43956,132.6009,328.8676,65.7,76.1,8.1,199.6,1017.3,4.1,0.0,202.9,154.0,Unhealthy,2018,10,9,Tuesday,Autumn,0,55.90225,55.60889,50.03374,154.0076,121.1063,151.0,137.0,56.68916575113932,56.50471387590681,150.33333333333334,149.57142857142858,-0.8660254037844386,0.5000000000000001
2018-10-10,63.14741,135.1008,329.4985,66.3,80.7,11.4,216.5,1017.9,3.9,0.0,176.1,155.0,Unhealthy,2018,10,10,Wednesday,Autumn,0,60.43956,53.72569,50.76278,132.6009,114.7891,154.0,139.0,59.82973988850912,58.273947034563335,153.33333333333334,151.85714285714286,-0.8660254037844386,0.5000000000000001
2018-10-11,50.77654,135.999,388.2398,68.2,75.2,10.3,224.9,1018.5,4.2,0.0,195.0,139.0,Unhealthy for Sensitive Groups,2018,10,11,Thursday,Autumn,0,63.14741,55.90225,62.12694,135.1008,129.0905,155.0,154.0,58.12117004394531,56.65246091570173,149.33333333333334,149.71428571428572,-0.8660254037844386,0.5000000000000001
2018-10-12,42.62847,132.787,389.4556,66.7,79.0,13.9,219.8,1019.0,4.0,0.0,176.0,119.0,Unhealthy for Sensitive Groups,2018,10,12,Friday,Autumn,0,50.77654,60.43956,56.96689,135.999,130.8662,139.0,152.0,52.18414052327474,54.60411562238421,137.66666666666666,145.0,-0.8660254037844386,0.5000000000000001
2018-10-13,34.38058,102.0517,345.1863,66.8,74.4,13.9,278.5,1018.2,4.7,0.0,205.8,98.0,Moderate,2018,10,13,Saturday,Autumn,1,42.62847,63.14741,55.60889,132.787,136.0983,119.0,151.0,42.59519704182943,51.57149996076311,118.66666666666667,137.42857142857142,-0.8660254037844386,0.5000000000000001
2018-10-14,50.72104,159.4698,444.5825,66.3,74.0,10.3,244.5,1017.1,4.7,0.0,202.9,138.0,Unhealthy for Sensitive Groups,2018,10,14,Sunday,Autumn,0,34.38058,50.77654,53.72569,102.0517,142.2071,98.0,146.0,42.5766970316569,51.142264229910715,118.33333333333333,136.28571428571428,-0.8660254037844386,0.5000000000000001
2018-10-15,57.32479,142.8129,397.1498,64.8,76.4,12.8,219.6,1018.4,4.4,0.0,189.6,152.0,Unhealthy,2018,10,15,Monday,Autumn,0,50.72104,42.62847,55.90225,159.4698,154.0076,138.0,151.0,47.475470225016274,51.345484597342356,129.33333333333334,136.42857142857142,-0.8660254037844386,0.5000000000000001
2018-10-16,59.8058,132.1251,332.1801,65.1,77.9,13.9,222.0,1019.1,3.9,0.3048,166.1,153.0,Unhealthy,2018,10,16,Tuesday,Autumn,0,57.32479,34.38058,60.43956,142.8129,132.6009,152.0,154.0,55.95054372151693,51.254947662353516,147.66666666666666,136.28571428571428,-0.8660254037844386,0.5000000000000001
2018-10-17,68.85358,102.911,166.2292,65.6,75.9,9.2,231.8,1017.7,3.8,0.0,168.0,158.0,Unhealthy,2018,10,17,Wednesday,Autumn,0,59.8058,50.72104,63.14741,132.1251,135.1008,153.0,155.0,61.99472300211588,52.07011413574219,154.33333333333334,136.71428571428572,-0.8660254037844386,0.5000000000000001
2018-10-18,57.50095,115.4735,247.0437,64.8,78.3,10.3,267.0,1017.3,3.7,0.0,220.2,152.0,Unhealthy,2018,10,18,Thursday,Autumn,0,68.85358,57.32479,50.77654,102.911,135.999,158.0,139.0,62.05344263712565,53.03074428013393,154.33333333333334,138.57142857142858,-0.8660254037844386,0.5000000000000001
2018-10-19,50.78144,102.4908,235.9721,64.4,74.5,11.4,276.8,1018.8,4.1,0.0,224.4,139.0,Unhealthy for Sensitive Groups,2018,10,19,Friday,Autumn,0,57.50095,59.8058,42.62847,115.4735,132.787,152.0,119.0,59.04532241821289,54.19545418875558,149.66666666666666,141.42857142857142,-0.8660254037844386,0.5000000000000001
2018-10-20,51.90299,107.7707,238.0401,64.3,76.4,10.3,272.7,1020.4,4.0,0.0,227.5,141.0,Unhealthy for Sensitive Groups,2018,10,20,Saturday,Autumn,1,50.78144,68.85358,34.38058,102.4908,102.0517,139.0,98.0,53.39512634277344,56.69865526471819,144.0,147.57142857142858,-0.8660254037844386,0.5000000000000001
2018-10-21,52.86124,105.8315,231.5813,64.4,77.3,9.2,214.5,1020.7,4.1,0.0,214.5,144.0,Unhealthy for Sensitive Groups,2018,10,21,Sunday,Autumn,0,51.90299,57.50095,50.72104,107.7707,159.4698,141.0,138.0,51.84855651855469,57.004398345947266,141.33333333333334,148.42857142857142,-0.8660254037844386,0.5000000000000001
2018-10-22,50.20492,137.7693,352.5692,63.3,68.1,16.1,302.4,1019.3,4.4,0.0,219.7,137.0,Unhealthy for Sensitive Groups,2018,10,22,Monday,Autumn,0,52.86124,50.78144,57.32479,105.8315,142.8129,144.0,152.0,51.6563835144043,55.987274169921875,140.66666666666666,146.28571428571428,-0.8660254037844386,0.5000000000000001
2018-10-23,63.5545,158.6808,346.6635,60.9,67.0,6.9,5.6,1019.2,4.2,0.1016,207.0,155.0,Unhealthy,2018,10,23,Tuesday,Autumn,0,50.20492,51.90299,59.8058,137.7693,132.1251,137.0,153.0,55.54022089640299,56.52280262538365,145.33333333333334,146.57142857142858,-0.8660254037844386,0.5000000000000001
2018-10-24,68.31275,182.1389,457.7303,60.3,68.8,11.4,189.1,1019.3,4.4,0.0,221.4,158.0,Unhealthy,2018,10,24,Wednesday,Autumn,0,63.5545,52.86124,68.85358,158.6808,102.911,155.0,158.0,60.69072469075521,56.44554192679269,150.0,146.57142857142858,-0.8660254037844386,0.5000000000000001
2018-10-25,75.82432,169.9796,419.484,59.7,73.2,10.3,289.5,1021.5,4.1,0.0,200.1,161.0,Unhealthy,2018,10,25,Thursday,Autumn,0,68.31275,50.20492,57.50095,182.1389,115.4735,158.0,152.0,69.23052342732747,59.063165937151226,158.0,147.85714285714286,-0.8660254037844386,0.5000000000000001
2018-10-26,81.3745,223.5399,494.713,60.5,67.6,12.8,300.4,1023.2,4.2,0.0,210.7,164.0,Unhealthy,2018,10,26,Friday,Autumn,0,75.82432,63.5545,50.78144,169.9796,102.4908,161.0,139.0,75.17052205403645,63.433602469308035,161.0,151.42857142857142,-0.8660254037844386,0.5000000000000001
2018-10-27,75.8749,219.2021,471.1715,60.6,65.2,10.3,273.4,1023.8,4.8,0.0,214.6,162.0,Unhealthy,2018,10,27,Saturday,Autumn,1,81.3745,68.31275,51.90299,223.5399,107.7707,164.0,141.0,77.69123840332031,66.85816138131278,162.33333333333334,154.42857142857142,-0.8660254037844386,0.5000000000000001
2018-10-28,64.06432,193.6786,454.7785,60.8,66.2,10.3,181.7,1023.2,4.9,0.0,208.5,155.0,Unhealthy,2018,10,28,Sunday,Autumn,0,75.8749,75.82432,52.86124,219.2021,105.8315,162.0,144.0,73.771240234375,68.45860181535993,160.33333333333334,156.0,-0.8660254037844386,0.5000000000000001
2018-10-29,64.58535,168.53,395.1707,61.7,69.6,10.3,177.2,1022.0,4.6,0.0,201.0,156.0,Unhealthy,2018,10,29,Monday,Autumn,0,64.06432,81.3745,50.20492,193.6786,137.7693,155.0,137.0,68.17485809326172,70.51294871738979,157.66666666666666,158.71428571428572,-0.8660254037844386,0.5000000000000001
2018-10-30,71.74286,211.1653,455.92,63.0,69.0,10.3,329.5,1022.7,4.3,26.0096,220.6,159.0,Unhealthy,2018,10,30,Tuesday,Autumn,0,64.58535,75.8749,63.5545,168.53,158.6808,156.0,155.0,66.79751078287761,71.6827141898019,156.66666666666666,159.28571428571428,-0.8660254037844386,0.5000000000000001
2018-10-31,83.54139,274.8557,591.8806,63.3,66.5,11.4,307.0,1023.0,4.4,3.9878,219.3,165.0,Unhealthy,2018,10,31,Wednesday,Autumn,0,71.74286,64.06432,68.31275,211.1653,182.1389,159.0,158.0,73.2898661295573,73.85823386056083,160.0,160.28571428571428,-0.8660254037844386,0.5000000000000001
2018-11-01,76.79833,206.8698,513.2277,62.4,69.4,10.3,270.4,1022.0,4.7,0.0,214.6,162.0,Unhealthy,2018,11,1,Thursday,Autumn,0,83.54139,64.58535,75.82432,274.8557,169.9796,165.0,161.0,77.36086018880208,73.99737875802177,162.0,160.42857142857142,-0.5000000000000004,0.8660254037844384
2018-11-02,66.4606,181.5885,460.8986,61.6,69.4,11.4,320.3,1020.8,4.8,0.9906,194.6,157.0,Unhealthy,2018,11,2,Friday,Autumn,0,76.79833,71.74286,81.3745,206.8698,223.5399,162.0,164.0,75.60010782877605,71.86682237897601,161.33333333333334,159.42857142857142,-0.5000000000000004,0.8660254037844384
2018-11-03,72.19011,173.7991,418.4224,60.3,69.7,9.2,267.9,1020.6,4.6,0.0,200.1,160.0,Unhealthy,2018,11,3,Saturday,Autumn,1,66.4606,83.54139,75.8749,181.5885,219.2021,157.0,162.0,71.81634775797527,71.34042358398438,159.66666666666666,159.14285714285714,-0.5000000000000004,0.8660254037844384
2018-11-04,86.14446,226.3334,543.3161,59.8,68.1,15.0,322.9,1019.5,4.2,0.0,194.7,167.0,Unhealthy,2018,11,4,Sunday,Autumn,0,72.19011,76.79833,64.06432,173.7991,193.6786,160.0,155.0,74.93172454833984,74.49472917829242,161.33333333333334,160.85714285714286,-0.5000000000000004,0.8660254037844384
2018-11-05,86.36945,245.1663,544.7559,58.8,66.1,11.4,298.6,1018.6,4.0,0.0,207.7,167.0,Unhealthy,2018,11,5,Monday,Autumn,0,86.14446,66.4606,64.58535,226.3334,168.53,167.0,156.0,81.56800842285156,77.60674394880023,164.66666666666666,162.42857142857142,-0.5000000000000004,0.8660254037844384
2018-11-06,77.8015,200.4689,454.5857,57.4,68.1,9.2,236.1,1018.0,4.2,0.0,204.3,163.0,Unhealthy,2018,11,6,Tuesday,Autumn,0,86.36945,72.19011,71.74286,245.1663,211.1653,167.0,159.0,83.43847147623698,78.47226388113839,165.66666666666666,163.0,-0.5000000000000004,0.8660254037844384
2018-11-07,78.12527,158.04,370.5804,57.5,71.5,9.2,169.8,1020.5,4.0,0.0,203.0,163.0,Unhealthy,2018,11,7,Wednesday,Autumn,0,77.8015,86.14446,83.54139,200.4689,274.8557,163.0,165.0,80.76540629069011,77.69853210449219,164.33333333333334,162.71428571428572,-0.5000000000000004,0.8660254037844384
2018-11-08,73.87847,143.9106,300.2072,58.1,75.1,9.2,212.9,1020.5,3.6,0.0,197.5,160.0,Unhealthy,2018,11,8,Thursday,Autumn,0,78.12527,86.36945,76.79833,158.04,206.8698,163.0,162.0,76.60174560546875,77.28140912737165,162.0,162.42857142857142,-0.5000000000000004,0.8660254037844384
